央视频道,#genre#
i HOT-爱娱乐,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
i HOT-爱谍战,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
i HOT-爱猎奇,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
i HOT-爱体育,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230103/index.m3u8
i HOT-爱科学,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
i HOT-爱探索,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
i HOT-爱家庭,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/index.m3u8
i HOT-爱青春,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/index.m3u8
i HOT-爱奇谈,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230023/index.m3u8
i HOT-爱悬疑,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
i HOT-爱经典,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230101/index.m3u8
i HOT-爱动漫,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230136/index.m3u8
i HOT-爱美食,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/index.m3u8
i HOT-爱解密,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230080/index.m3u8
i HOT-爱电竞,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230029/index.m3u8
i HOT-爱都市,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230104/index.m3u8
i HOT-爱幼教,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/index.m3u8
i HOT-爱江湖,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230074/index.m3u8
i HOT-爱玩具,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230026/index.m3u8
i HOT-爱时尚,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/index.m3u8
i HOT-爱军武,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/index.m3u8
i HOT-爱历史,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
i HOT-爱世界,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/index.m3u8
New-武搏世界,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=bokesen&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-怡伴健康,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=7820874641606664941&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-军事评论,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=5822616274253344775&stbId=004003FF0047938264008422F156640C&livemode=1
New-古装剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=6859053933687922163&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-军旅剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=7485075951068666323&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-家庭剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=6316377948248689070&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-动作电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=8103864434730665389&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-精品大剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=7882297361445410858&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-精品纪录,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=6298506997017621594&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-精品体育,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=6460382139625130259&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-潮妈辣婆,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=6516734029835465177&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-农业致富,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=6193684637634073625&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-金牌综艺,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=6399725674632152632&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-中国功夫,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=5897056882324761054&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-爱情喜剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=8393829412396288037&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-惊悚悬疑,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=7151256057701199617&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-魅力潇湘,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&stbId=004003FF0047938264008422F156640C&livemode=1
New-炫舞未来,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000000515&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-超级综艺,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000025771&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-超级体育,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009204&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-超级电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000012884&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
New-超级电视剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000008139&stbId=5A4003FF004735100000288CB8C35B5C&livemode=1
港台频道,#genre#
香港卫视 HD,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
凤凰中文 HD,http://cg6.hunancatv.cn:9090/live/FHZW.m3u8?ci=123
凤凰资讯 HD,http://cg6.hunancatv.cn:9090/live/FHZX.m3u8?ci=123
凤凰中文 HD,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225900/index.m3u8 
凤凰资讯 HD,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225901/index.m3u8 
凤凰香港 HD,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
C+频道  HD,http://livealima.utvlive.top/livehls/MOB-U1-NO/03.m3u8
有线新闻 HD,http://liveicm2.utvlive.top/live/4cc64fb362004798b222978935590b2c/1980ba5c365e4f049f99aced1277303c-3.m3u8
有线财经 HD,http://liveicm2.utvlive.top/live/5bcdb730f6be41868ac15afffbb67152/3d27db5ab65942eda36b25374669990d-3.m3u8
有线娱乐 HD,http://liveicm2.utvlive.top/live/72ee37b54d524bcb806957577dfdfd72/fe371c746eb94b01b7fb0e70569a2e9f-3.m3u8

测试频道,#genre#
杭州导视,http://112.17.40.12/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230469/index.m3u8
贵州导视,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225737/1/index.m3u8?fmt=ts2hls
宁夏导视,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=ABCDEFGH&programid=4200900022.m3u8
安徽导视,http://kid.hfcatv.com.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5F15C63AU30947030K77359BACI93B1EF78P8M2FAF228V0Z53085W162382CFCB4DC7EC&playtoken=31667LZMVCGFXDL10&programid=4200000031.m3u8
山西导视,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=GC19726C7V21307D1T6B005F28JD9B307ABM7B62413DICAB7991BK98BDB0&playtoken=ABCDEFGH&programid=4200000114.m3u8
大连导视,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGH&programid=4200000009.m3u8
北方广电,http://httpdvb.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5E820E4EU3195704BKB3831086IC728662AP8M35E8228V0Z334B7W16011E1B34358FEA&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000059.m3u8
山东教育卫视,http://120.221.5.111:8089/PLTV/88888888/224/3221226049/index.m3u8
潮州综合,http://pili-live-rtmp.czbtv.sobeylive.com/czbtv2019/czzhpd.m3u8
潮州公共,http://pili-live-rtmp.czbtv.sobeylive.com/czbtv2019/czggpd.m3u8
厦门导视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226764/index.m3u8
